name,sogae,jungbo,eyong_time,entrence_fee,jangso_property,objectivity,objectivity_etc,soyo_time,difficulty,convenience,etc,real_sogae,plc_address,plc_call,plc_tags,x,y,emd,tags,tag_count,b_parking,b_elevator,b_toilet,b_toilet_space,b_seat,b_anneso,b_dolbom
사려니오름,볼록한 제주 오름들이 한눈에 보이는 사려니오름,,,,,,,,,,,"오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.사려니오름은 남원읍 한남리 쓰레기매립장 뒷편에 위치한 오름으로, 매립장 옆길로 따라 들어가면 오름자락까지 갈 수 있다. 사려니는 주변오름들 중에서 비고가 가장 높고 가파른 사면으로 이루어져 있으며, 동쪽 봉우리가 정상봉으로 등성마루가 북서, 북으로 활처럼 휘어져 있고 북동쪽으로 깊게 패인 반달모양의 말굽형 화구를 지닌 화산체이다.사려니 화구 뒷사면으로 이어진 곳인 오름 서측에는 이름을 알 수 없는 자그마한 화산체가 딸려 있다. 전사면에는 삼나무 조림지가 울창한 숲을 이루고 있다. 사려니의 어원은 알 수 없고, 이 오름의 정상에 이루어진 분화구가 북동쪽으로 비스듬하게 트여 있어서 붙여진 이름이라고 추측하고 있으며, 옛지도의 표기는 사련악(四連岳)으로 표기돼 있다. ",제주특별자치도 서귀포시 남원읍 516로 1648-87,(+82),#오름 #걷기/등산 #커플 #흐림 #봄,126.6339831,33.36885119,남원읍,"['오름', '걷기/등산', '커플', '흐림', '봄']",5,no,no,no,no,no,no,no
산지천,동문시장에서 제주항까지 이어진 내천,,,,,,,,,,,"산지천의 맑은 물은 한라산 부근에서 제주시 도심을 관통하여 제주시 최대의 재래시장인 동문시장 옆을 흘러 제주항까지 도달한다. 쇼핑의 중심지 칠성 통과 동문재래시장 등이 주변에 자리하고 있고, 제주 올레 18코스의 시작점이기도 해 주변에는 늘 많은 사람들이 북적거린다.매년 산지천이 위치한 건입동에서는 산지천 용천수가 흐르는 길을 따라 다양한 체험공간과 전시, 먹거리 장터, 흥겨운 무대와 공연 등이 있는 ‘산지천 축제’를 개최해 맛있는 먹거리와 다양한 볼거리를 제공하고 있다.그 외에도 산지천이 흐르는 건입동에는 과거 시네마 극장이 위치했던 건물을 개조하여 독특한 예술 전시공간을 만들어 ‘아라리오 뮤지엄’을 오픈하였고, 과거 제주인들에게 본인의 모든 것을 내놓고 나눔과 봉사를 몸소 실천하신 김만덕 할머니를 기리는 ‘김만덕 기념관’등과 같은 다양한 박물관과 관광지가 자리하고 있다.",제주특별자치도 제주시 건입동,(+82) 064-728-4412,#계곡 #걷기/등산 #아이,126.53151799999999,33.51503211,건입동,"['계곡', '걷기/등산', '아이']",3,no,no,no,no,no,no,no
생이기정,올레 12코스에 위치한 절벽길,,,,,,,,,,,생이기정은 제주어로 새를 뜻하는 '생이'와 절벽을 뜻하는 '기정'이 합쳐진 말로 새가 날아다니는 절벽이란 뜻을 담고 있다. 차귀도가 한눈에 내려다 보이는 당산봉 자락 한켠에 자리하고 있다. 당산봉을 형성한 화산재 위에 이후 분화구에서 불출한 용암이 화산재를 덮은 모습을 볼 수 있다. 생이기정에서 당산봉 자락을 따라 차귀도까지 이어지는 길에서는 차귀도와 서부 앞바다의 장관을 감상할수 있다.,제주특별자치도 제주시 한경면 용수리 산 60,(+82) --,#일몰 #해변 #걷기/등산 #맑음 #가을,126.16728940000002,33.31562178,한경면,"['일몰', '해변', '걷기/등산', '맑음', '가을']",5,no,no,no,no,no,no,no
성읍녹차마을,녹차재배의 최적지 청정제주에서 만나는 녹차다원,,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,"유기물 함량이 높고 물 빠짐이 좋은 화산회토와 깨끗한 화산 암반수를 지닌 천혜의 자연조건 제주에서 키워 만들어낸 녹차를 이용한 떡, 아이스크림 등을 맛볼 수 있다. 푸르른 녹차밭도 구경하며 차 한 잔의 여유도 만끽해보자. ",제주특별자치도 서귀포시 표선면 중산간동로 4778,(+82) 064-787-2254,#부모 #커플 #친구 #아이 #경관/포토,126.78996059999999,33.3810755,표선면,"['부모', '아이', '경관/포토', '함께']",4,no,no,no,no,no,no,no
송당본향당,제주 민간신앙의 자취를 확인할 수 있는 송당본향당,"하절기 08:30~18:00, 동절기 09:00~17:30",,,,,,,,"공용주차장,유도 및 안내시설",,"송당 본향당은 송당 본향신의 자손을 모시는 곳이다. 본향신은 마을의 토지와 그 마을 사람들의 출생과 사망 등을 맡아보는 신을 일컫는 말이다. 2009년 제주시가 선정한 제주시 숨은 비경 31에 포함되어 있는 송당 본향당은 본향신을 모시는 제주의 여러 본향당 중 원조라고 전해진다. 본향당으로 향하는 길에는 소원들을 적어 묶어 놓는 나무가 있고, 나무가 우거진 산책로도 있어 가벼운 산책도 즐길 수 있다.이곳에서는 마을의 안녕을 기원하는 굿과 마을제를 지내는데, 한 해에 4번의 제를 치른다. 제를 지내는 날에 이곳을 찾으면 제주 고유 풍습에 대한 모습을 생생하게 볼 수 있다. 개인적으로 이곳을 찾아 간단한 절을 올려 소원을 비는 사람들도 있는데, 본향당에 방문하고자 한다면 사전에 송당리 사무소에 문의하여야 한다.  ",제주특별자치도 제주시 구좌읍 송당리,(+82) 064-728-7712,#부모 #커플 #혼자 #친구 #아이 #문화유적지,126.7717935,33.46041424,구좌읍,"['부모', '아이', '문화유적지']",3,no,no,no,no,no,no,no
쉬리의언덕,쉬리의 마지막 장면 속으로,,,,,,,,,,,"한국 영화사에 한 획을 그은 ‘쉬리’의 마지막 장면에서 두 주인공이 바다가 보이는 언덕 위 벤치에 앉아 지난날을 회상하며 끝을 맺던 곳,쉬리의 언덕이 바로 그곳이다.영화 촬영지로 유명해지고 많은 사람이 찾아오면서 쉬리의 언덕이라는 이름이 붙여졌다.특급 호텔들이 모여 이룬 중문 관광단지에는 해변을 따라 아름다운 산책로가 존재하는데그중 신라호텔과 하얏트 호텔을 잇는 산책로인 쉬리의 언덕은 중문 해변을 한눈에 내려다볼 수 있다.쉬리의 언덕에는 영화 속에 나온 그대로의 벤치와 해송 세 그루가 놓여 있는 것이 전부라 시시하게 느껴질 수도 있지만벤치에 앉아 펼쳐진 푸른 바다를 내려다보고 시원한 바다 냄새와 바람을 느낀다면 쉬리의 언덕의 매력을 느낄 수 있을 것이다.특급 호텔인 신라 호텔의 정원에 있기 때문에 관리가 잘 되는 장점이 있고,타 관광지처럼 사람이 많은 편이 아니므로 조용한 분위기에서 산책하기에도 좋다.가을에는 만개한 코스모스가 바람에 춤추는 모습이 인상적이다. 해 질 무렵 붉게 물든 하늘과 바다 또한 운치가 있다.영화 속의 그 장소, 해송 앞의 벤치에 앉아서 ‘쉬리’의 주인공이 되어보는 것도 좋을 것이다. ",제주특별자치도 서귀포시 중문관광로72번길 114,(+82) 064-740-6000,#커플 #혼자 #친구 #부모 #맑음 #해변 #휴식/힐링 #경관/포토,126.4055743,33.24416948,중문관광로72번길,"['부모', '맑음', '해변', '휴식/힐링', '경관/포토']",5,no,no,no,no,no,no,no
이호테우해수욕장,붉은 조랑말과 흰 조랑말의 극명하게 대조되는 색감이 이국적인 풍경을 선사하는 해변,"야영장, 탈의 및 샤워장, 전망휴게소 / 여름 해수욕장 개장 : 8월 말까지 / 야간개장 : 오후 7시부터 9시까지 / 이호 종합상황실: 064-728-3995(3993,3994)(해수욕장 개장기간 2018.06.23~09.02 동안 운영)",,무료,실외,"해양스포츠,물놀이,포토스팟","야외수영장, 스노클링",,,"공용주차장,화장실",,"낮과 밤이 모두 아름다운 제주 해변. 그중에서도 많은 여행객에게 사랑받는 해변이 있다. 조랑말 등대로 제주도 사진 찍기 좋은 곳으로 잘 알려진 이호테우해변이다. 붉은 조랑말과 흰색의 조랑말은 극명하게 대조되는 색감이 우리에게 이국적인 풍경을 선사한다. 특히 해수면이 가장 낮아지는 간조에는 끝없이 넓은 백사장과 함께 원담의 모습도 볼 수 있다. 원담은 밀물과 썰물의 차이를 이용해 고기를 잡는 제주의 전통 고기잡이 방식 중 하나로, 이호테우해변에는 그 공간을 복원시켜 놓은 이호 모살원이 있다.제주 시내에서 가장 가까운 해수욕장이기에 많은 사람이 찾고는 있지만, 썰물 때만 신비롭게 드러나는 원담을 아는 사람은 많지 않다. 또한 이호테우해변 길목에는 아카시아 숲이 우거져 있고, 모래사장 뒤에는 소나무 숲이 형성되어 있다. 소나무 숲 사이에는 캠핑장이 마련되어 있어 여름이면 텐트를 가지고 캠핑을 즐기러 오는 사람들이 많다. 이밖에도 전망휴게소, 주차장, 탈의실 등 캠핑과 해수욕을 즐기기에 편리한 시설이 잘 갖춰져 있으니 참고하자.",제주특별자치도 제주시 도리로 20,(+82) 064-728-3993,#경관/포토 #휴식/힐링 #여름 #일몰 #해변 #해수욕장,126.4558929,33.49619657,도리로,"['경관/포토', '휴식/힐링', '여름', '일몰', '해변', '해수욕장']",6,no,no,no,no,no,no,no
장전리 벚꽃축제길,봄 벚꽃소식과 함께 축제의 장이 열리는 장전리,,,,,,,,,,,장전리 마을에서는 매년 제주 왕벚꽃축제가 열린다.,제주특별자치도 제주시 애월읍 광상로 403,(+82) --,#걷기/등산 #경관/포토 #커플 #맑음 #봄,126.390602,33.4432746,애월읍,"['걷기/등산', '경관/포토', '커플', '맑음', '봄']",5,no,no,no,no,no,no,no
제주추사관,"추사 김정희는 1840년 윤상도 옥사사건에 연루되어 약 9년간 제주에서 귀양살이를 했다. 대정읍에 있는 추사관은 김정희 선생이 유배 생활을 하며 남긴 흔적을 모은 곳이다. 그가 살았던 초가집도 옛 모습 대로 복원되어 있다. 추사관에는 김정희 선생이 쓴 현판 글씨와 아내, 지인들에게 보낸 편지 등이 전시되어 있다.","매주 월요일, 1월 1일, 설날, 추석","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","무료,관람료: 무료",실내+실외,공연/전시,,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,"현재 제주추사관은 정부의 사회적 거리두기 방역조치 조정에 따라 이용인원을 50%로 입장을 제한하고 있습니다. 방문전에는 전화 등을 통해 이용방법을 미리 확인해주시고, 마스크 착용, 입장전 발열체크, 참석명부 작성 등 방역수침 지침도 준수해주시기 바랍니다.신비한 자연과 비경을 품은 아름다운 섬 제주도.지금은 최고의 여행지로 사랑받고 있지만 조선시대에 제주도는 모두가 기피하는 최악의 유배지였다. 옛적에는 농어업 기술이 발달하지 않고 식수도 부족해 사람이 살기에 무척 척박한 환경이었기 때문이다. 먼 바다 가운데 있는 섬이라 도망치기 어려운 점도 한몫했다. 이런 탓에 당시 제주도는 중죄인이나 당정에 휘말린 정치인과 관료들이 쫓겨 오는 눈물의 땅이었다. 섬이 품은 수려한 풍경 이면에는 슬픔과 고난에 찬 유배의 역사가 깃들어 있다. 추사 김정희는 1840년 윤상도 옥사사건에 연루되어 약 9년간 제주에서 귀양살이를 했다.대정읍에 있는 추사관은 김정희 선생이 유배 생활을 하며 남긴 흔적을 모은 곳이다.그가 살았던 초가집도 옛 모습 대로 복원되어 있다.추사관에는 김정희 선생이 쓴 현판 글씨와 아내, 지인들에게 보낸 편지 등이 전시되어 있다.편지에는 유배 생활에 대한 이야기가 자세히 적혀 있어 당시 유배인의 생활을 엿보는 귀중한 자료가 된다.고단한 유배 생활에도 그는 자신을 갈고 닦으며 ‘추사체’를 완성하고 유명한 ‘세한도(국보 제180호)’를 그렸다.추사관을 둘러보는 동안 김정희 선생과 제주까지 귀양살이를 왔던 수많은 인물들을 되새겨보게 된다.제주도에 유배를 온 사람들 가운데는 역사적인 인물이 많다. 인조반정으로 폐위당한 광해군이 마지막으로 유배당한 곳도 제주도였다.작은 초가에 위리안치 당한 광해군은 결국 제주도에서 파란만장한 생을 마감했다.우암 송시열도 제주도에 유배되었다가 서울로 압송되어 가는 도중에 사약을 받고 죽었다.",제주특별자치도 서귀포시 대정읍 추사로 44,(+82) 064-760-3406,#미술/박물관 #흐림 #겨울,126.278494,33.24979614,대정읍,"['미술/박물관', '흐림', '겨울']",3,yes,yes,yes,yes,no,yes,no
조함해안도로,"제주올레 18코스의 끝, 바다를 따라 가는 길",연중무휴,,,,,,,,공용주차장,,"제주올레 18코스의 막바지인 조천읍 연북정을 지나 종점인 조천만세동산으로 가다보면 ‘조함해안도로’가 시작된다.  이곳을 시작으로 관곶, 신흥리, 함덕서우봉해변까지 이르는 약 6km의 조함(조천~함덕)해안도로로 이어진다.먼저 시작점인 조천포구는 현재의 제주항이 생기기 전까지 육지에서 제주로 드나드는 관문이었다.  이곳에 자리한 연북정(戀北亭)은 조선시대의 정자이며 제주도 유형문화재 제3호로 지정되어 있다.  제주로 유배되어 온 사람들이 북쪽 육지에서 가족이나 임금으로부터 올 기쁜 소식을 기다리던 곳이다.조천지역은 제주도에서 가장 먼저 항일 만세운동이 시작된 곳으로,  거리 곳곳의 벽화에서 만세운동의 역사를 느낄 수 있다. 해안로를 가다 보면 왼쪽에는 멋진 바다 풍경이 오른쪽으로는 한라산과 오름들이 함께 한다.  바다와 마을, 밭담을 지나다 보면 해남 땅끝마을과 가장 가까운 곳, 제주의 울들목이라 불린 ‘관곶’이 나온다. 신흥리 마을 앞 해변을 지나 조금 더 가면 이국적인 풍경으로 유명한 함덕서우봉해변에 다다르게 된다. ",제주특별자치도 제주시 조천읍 조천리 3037-3,(+82) --,#친구 #커플 #드라이브 #부모 #혼자 #아이 #맑음,126.63689340000002,33.5438453,조천읍,"['드라이브', '부모', '아이', '맑음']",4,no,no,no,no,no,no,no
한라감귤체험농원,성산에 위치한 감귤따기 체험농장,,,,,,,,,,,감귤 따기 체험 및 각종 감귤을직접 구매할 수 있는 농장.전시판매장은 체험농원과 함께 운영되고 있으며다양한 특산품과 감귤을 구입하는게 가능하다.친환경으로 감귤을 재배하여직접 감귤을 수확 할 수 있고맛 볼수 있다.제주의 싱그러움을 느낄 수 있는 체험.,제주특별자치도 서귀포시 성산읍 서성일로991번길 1,(+82) 064-782-2479,#체험관광 #친구 #커플 #아이 #겨울,126.88449340000001,33.44252977,성산읍,"['체험관광', '아이', '겨울', '함께']",4,no,no,no,no,no,no,no
형제해안도로,형제섬과 마라도의 풍경을 즐기다,,,,,,,,,,,"형제 해안도로는 대정읍 상모리 송악산에서 안덕면 사계리를 연결하는 도로이다.형제 해안도로는 사계리와 상모리의 해안과 형제섬, 그리고 국토의 최남단인 마라도의 모습도 확인할 수 있어푸른 바다와 어우러진 다양한 풍경을 즐길 수 있고, ‘한국의 아름다운 길 100선’에 선정될 만큼 아름다운 경치를 자랑한다.주변 명소로는 사계 해변, 형제섬, 발자국 화석 산지 등이 있고,마라도 잠수함 선착장, 사계리 해안 체육공원, 환태평양 평화 소공원 등의 시설이 있어 다양한 볼거리도 제공한다.형제 해안도로는 도로 한쪽에 차를 정차시키지 못하도록 방지 턱이 설치돼 있어 휠체어 올레 길로 지정되었고,자전거 여행객을 위한 자전거 도로도 마련되어 있는 등 다양한 여행객을 위한 도로시설이 갖춰져 있다.차가 막힐 일이 드물어 푸른 바다의 풍경과 함께 여유로운 분위기의 드라이브를 즐길 수 있다.드라이브뿐만 아니라 제주 올레 10코스에 속하기 때문에 걷는 것을 즐기는 여행객에도 적합한 여행코스이다. ",제주특별자치도 서귀포시 대정읍 상모리 1649-1,(+82) --,#해변 #드라이브 #맑음 #가을,126.280157,33.20100367,대정읍,"['해변', '드라이브', '맑음', '가을']",4,no,no,no,no,no,no,no
거슨새미오름,솟아난 물이 바다쪽으로 흐르지 않고 한라산쪽으로 거슬러 흐른다는 뜻의 오름,,,,,,,,,,,"오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.번영로 대천교차로에서 송당으로 들어가는 입구 3km북쪽에 위치한다. 제주 용천의 방향은 일반적으로 바다쪽 방향인데, 거슨새미의 샘은 반대로 한라산 쪽으로 흘러, 거슨새미라 이름붙여졌다. 한자로는 천악(泉岳) 혹은 역수산(逆水山)으로 표기되었다. 남쪽 등성이는 목장으로 이용되서 가는길에 방목된 목축과 마주칠 수 있다. 해발 380m이며 정상에는 경방초소가 있다. 정상에서 내려다 보는 구좌읍 오름밭 일대의 전망이 장관이다. ",제주특별자치도 제주시 구좌읍 송당리 산 145,(+82) --,#혼자 #커플 #친구 #오름 #가을 #맑음,126.7608574,33.45057854,구좌읍,"['오름', '가을', '맑음']",3,no,no,no,no,no,no,no
걸매생태공원,봄을 알리는 매화가 가득한 시민공원.,,"평일 : 00:00 ~ 00:00 , 주말 : 00:00 ~ 00:00",,,,,,,"공용주차장,화장실,음료대,유도 및 안내시설",,"입장료를 내지 않아도 계절별로 피는 꽃들의 군락지를 볼 수 있는 서귀포.서귀포에 위치한 걸매생태공원은 도민은 물론 관광객까지 마음껏 산책할 수 있는 시민공원이다. 이 곳은 봄이 되면 무료로 매화를 관람할 수 있는 명소로 탈바꿈한다.걸매생태공원을 걷다보면 매화 동산에서 봄을 알리는 매화꽃을 만나볼 수 있다.  또한 산책로 아래로 하천이 흐르며, 날아다니는 백로와 오리떼의 물놀이를 감상하기에 좋다. 공연 주변으로 나무 데크가 조성되어 있어 유모차나 휠체어로도 이동이 편리해 온 가족이 함께 나들이 하기에 적합하다.",제주특별자치도 서귀포시 남성로 (서홍동),(+82) 064-760-3191,#폭포 #계곡 #휴식/힐링 #맑음 #가을,126.54840279999999,33.24156227,남성로,"['폭포', '계곡', '휴식/힐링', '맑음', '가을']",5,no,no,no,no,no,no,no
공천포구,검은 돌과 검은 모래가 가득한 바다,,,,,,,,,,,"올레길을 걷다 만나는 검은 모래의 바다. 다정한 작은 포구 공천포구는 서귀포시 남원읍 신례리에 있는 작고 아름다운 포구이다.서일주도로를 타고 가다 보면 롯데칠성 감귤공장을 보게 되는데 그 길 건너 바다쪽으로 내려가면 포구를 만날 수 있다.제주시외버스터미널에서 130-1번 버스를 타고 남원생활체육관 정류장에서 201번으로 환승, 공천포 정류장에서 내려 7분정도 이동하면되고,서귀포시외버스터미널에서는 201번 버스를 타고 공천포 정류장에서 내려 마찬가지로 바다쪽을 향해 도보로 이동하면 된다.남원포구에서 시작해 쇠소깍까지 이어지는 올레 5코스의 중간쯤에 자리하고 있어 올레꾼들에겐 잘 알려져 있는 포구이다.공천포구 근처에는 바다를 향해있는 분위기 좋은 작은 카페들과따듯한 한 끼를 먹을 수 있는 조용한 식당들이 몇 군데 있어 올레길을 걷다가 잠시 쉬어가기에 좋다.차 한 잔과 함께 바라보는 공천포구는 왠지 모를 친근함이 깃들어져 보기만 해도 기분이 편안해진다.포구를 감싸고 있는 방파제에서는 간혹 낚싯대를 드리운 낚시꾼들도 만날 수 있다.공천포는 검은 모래 못지않게 물맛이 좋기로 유명하다.‘맛이 좋은 샘물을 바친다‘ 라는 뜻으로 지어진 지명인 공샘이가 공천포로 바뀌었다는 기록이 있을 만큼물맛이 좋은 마을인 공천포는 물이 귀한 제주에서 해안 용천수가 충분하다고 한다.지금도 공천포구의 앞바다를 해안가를 보면 용천수가 뿜어져 나오는 곳을 많이 볼 수 있다. ",제주특별자치도 서귀포시 남원읍 신례리,(+82) --,#커플 #친구 #경관/포토 #해변 #부모 #혼자 #아이 #맑음,126.62015500000001,33.33965926,남원읍,"['경관/포토', '해변', '부모', '아이', '맑음']",5,no,no,no,no,no,no,no
김만덕객주,제주 구도심에 있는 미니 민속촌,전화번호-김만덕 객주: 064-726-8801 객주내 주막: 064-727-8800 / 매일 11:00 - 22:00 매달 첫쨋주 셋쨋주 월요일만 휴무,"평일 : 11:00 ~ 22:00 , 주말 : 11:00 ~ 22:00",무료,실내+실외,"체험,공연/전시,기타",,1~2시간,하,화장실,,"제주시 구도심에 있는 미니 민속촌으로 초가 8동으로 관람동과 체험동으로 구분하여 체험 등에서는 김만덕 주막을 운영하며, 메뉴로는 해물파전과 국밥, 몸국 등 제주 토속음식을 저렴한 가격으로 맛볼 수 있다.객주 터라는 역사적 실체를 재현함으로써 계승 발전과 문화 관광자원화를 통한 지역 경제 활성화 도모하고, 조선 후기 거상 김만덕의 나눔과 봉사의 실천정신을 통해 사회경제적 책임과 윤리의 의미를 관광객 및 후세들에게 제공하고 있다. ",제주특별자치도 제주시 임항로 68,(+82) 064-726-8801,#부모 #커플 #친구 #혼자 #흐림 #맑음 #문화유적지,126.5321836,33.51657715,임항로,"['부모', '흐림', '맑음', '문화유적지']",4,yes,no,no,no,no,yes,no
다랑쉬굴,"4·3사건 당시 하도리, 종달리 주민 11명이 피신해 살다가 굴이 발각되어 집단희생 당한 곳",,,,,,,,,,,"제주시 북제주군 구좌읍 세화리 2608-6번지 일대에 소재한 다랑쉬굴은 4·3사건 당시인 1948년 12월 18일, 하도리, 종달리 주민 11명이 피신해 살다가 굴이 발각되어 집단희생 당한 곳이다. 이 날 군경민 합동 토벌대는 다랑쉬오름 일대를 수색하다가 이 굴을 발견했다. 토벌대는 수류탄 등을 굴속에 던지며 나올 것을 종용했으나, 나가도 죽을 것을 우려한 주민들은 이에 응하지 않았다. 이에 토벌대는 굴 입구에 불을 피워 연기를 불어넣었고 굴 입구를 봉쇄했고, 굴 속의 주민들은 연기에 질식되어 하나 둘 죽어갔다.한 때 이들과 같이 다랑쉬굴에 은신해 있었던 채정옥(남, 1923년생) 씨는 ""사건 발생 다음 날 굴속에 들어가 흩어진 시신들을 나란히 눕혔다. 굴 안에는 그때까지도 연기가 가득차 있었다. 희생자들은 고통을 참지 못한 듯 돌틈이나 바닥에 머리를 박은 채 죽어 있었고 코나 귀로 피가 나 있는 시신도 있었다.""고 당시의 상황을 전했다. <출처: 제주도·제주4·3연구소, 『제주4·3유적 Ⅰ』(2003); 제주도·제주4·3연구소, 『제주4·3유적 종합정비 및 유해발굴기본계획』(2005)>1992년 제주도 구좌읍 중산간지대에 있는 ‘다랑쉬굴’에서 유골 11구가 발굴된 사건은 제주4?3사건 당시 은신자에 대한 무분별한 작전을 상징적으로 보여주고 있다. 확인 결과 이들 유해의 주인공들은 1948년 12월 18일 제9연대의 진압작전에 의해 희생된 도피 입산자들인 것으로 밝혀졌다. 특히 희생자들의 신원은 구좌읍 종달리와 하도리 주민들로서 그 중엔 여자 3명과 아홉 살 난 어린이도 포함돼 있어 충격을 주었다. 다랑쉬 굴 속에서는 플라스틱 안경, 흰색 단추, 혁대, 버클, 옷감, 고무신, 질그릇, 놋그릇, 놋수저, 가마솥, 항아리, 물허벅, 접시, 놋쇠로 만든 제기용 잔받침, 물통, 프라이팬, 가위, 요강, 철사뭉치, 석쇠, 화로, 구덕, 주전자, 나무주걱 등의 생활용품과 낫, 도끼, 톱, 나대, 자귀, 곡괭이, 숫돌 등 연장류가 발견되었다. 그리고 외따로 떨어져 있던 유골 1구 옆에는 그가 사용했던 것으로 보이는 철모, 군화, 철창, 대검이 놓여 있었다. <출처: 제민일보 4?3취재반,  『4?3은 말한다 ②″』(1994) ; 제주4·3진상규명및희생자명예회복위원회, 『제주4·3사건진상조사보고서』(2003)> ",제주특별자치도 제주시 구좌읍 세화리 2608-6,(+82) --,#4.3 #문화유적지,126.83181529999999,33.46970533,구좌읍,"['4.3', '문화유적지']",2,no,no,no,no,no,no,no
대한민국최남단기념비/ 마라도 기념비,대한민국의 최남단이 바로 이 곳,,,,,,,,,,,"대한민국최남단'이라고 한자로 새겨진 비석으로, 최남단 비석 앞 바닷가에는 마라도의 수호신인 장군바위가 솟아 있다.1985년 10월 당시 남제주군은마라도 남쪽 해안에 한자로 ‘대한민국 최남단비’라고 쓴 가로 125cm, 세로 153cm, 높이 292cm의 국토 최남단 비석을 세웠다.현재는 이어도에 해상기지가 있어 최남단이라는 말이 두군데서 같이 쓰이고 있다. ",제주특별자치도 서귀포시 대정읍 마라로 131,(+82) --,#경관/포토 #부모 #커플 #혼자 #친구 #아이 #마라도,126.26843819999999,33.11411341,대정읍,"['경관/포토', '부모', '아이']",4,no,no,no,no,no,no,no
동검은이오름(거미오름),원형분화구와 말굽형 화구를 모두 볼 수 있는 제주도 오름의 종합선물세트,,,,,,,,,,,"오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.동검은이 오름은 제주시 구좌읍 송당리에 위치하고 있다. 원형분화구와 말굽형 화구를 다 갖춘 복합화산체이지만, 전체적인 모양은 남서향으로 벌어진 말굽형화구이다. 제주에서는 보기드문 복합형화산체이며, 다른 오름과는 사뭇 다른 생김새를 하고 있다.전체적으로 급사면인데 비교적 완만한 북동사면 쪽으로 작은 길이 있으나 어느 쪽으로도 오를 수 있다. 산상에는 4개의 봉우리가 뚜렷하며, 정상은 서쪽의 피라미드형이다. 오름 서록은 자드락 길을 끼고 문석이오름과 맞닿아 있어 문석이오름을 거쳐 오르게 되면 제2깔때기를 먼저 보면서 오르게 된다.사면이 둥그렇고 층층이로 언덕진 데다 산상에서 사방으로 뻗어 나간 모습이 마치 거미집 비슷하다 하여 '거미오름'이라는 이름도 붙여졌다. 여러 가닥의 등성이로 하여 거미 그 자체의 형상에 비유한 것으로도 추정된다.남서록에서 북동록에 이르는 동반부 일대는 구릉의 연속인데다 들쭉날쭉 심한 굴곡을 이루며 자락에는 오름새끼(이류구)들이 수도 없이 널려 있는데, 한라산 정상에서 기생화산 밀집군을 내려다보는 것에 비할 수 있을 정도로 장관이다. ",제주특별자치도 제주시 구좌읍 종달리 산 70,(+82),#일출 #오름 #걷기/등산,126.80536640000001,33.44877906,구좌읍,"['일출', '오름', '걷기/등산']",3,no,no,no,no,no,no,no
